Title;Description;StartLocationName
PR5 MGD - Trilho das Lendas;"Percurso pedestre que faz parte da Rede Municipal de Percursos Pedestres de Mogadouro, com aproximadamente 10,3 km tem início junto ao edifício da Junta de Freguesia, em Peredo da Bemposta. 

Percorrendo as ruas da aldeia observa-se património arquitetónico como a Igreja Paroquial, o cruzeiro e casas características da região. Siga por um caminho que o levará à Fraga dos Amores. Conta o povo que esta fraga tem o poder de nos dizer quantos relacionamentos amorosos vamos ter ao longo da vida. Aqueles que não tenham uma relação amorosa, devem atirar pedras para cima da fraga sendo que quantidade de pedras que ficar em cima da fraga irá corresponder ao número de “amores” (relacionamentos) que irão ter na vida. 

De seguida, encontrará a Fraga da Serpente. Reza a lenda que nesta fraga vivia uma enorme serpente que todos os dias cumpria um ritual diariamente. Acordava, dava sete voltas à fraga, deslocava-se a um chafariz que existe ali perto para beber água e no regresso ia picar os pés de uma santa que se encontrava numa outra fraga em forma de nicho esculpido naturalmente. Um dia, a santa, apoquentada por ver os seus pés constantemente picados, decidiu lançar-se para o lado de Espanha e meteu-se num seixo. Do lado espanhol, os pastores, que por ali passavam todos os dias com os seus rebanhos, ao depararem-se com aquele seixo no seu caminho, pegavam nele e atiravam-no pela arriba abaixo. Este rebolava pela arriba e só parava junto à água, sendo que constantemente no dia seguinte, o seixo estava novamente no cimo da arriba e os pastores voltavam a atirá-lo pela arriba abaixo. Este ritual repetiu-se durante dias, até que os pastores ficaram intrigados e abriram o seixo ao meio e para espantado de todos de lá surgiu a santa. Ergueram imediatamente uma capela em honra da santa, com o altar virado para Espanha, no entanto, no dia seguinte a santa estava virada para Portugal, ao se deparem com a situação os pastores viraram-na de novo para Espanha. Esta situação repetiu-se diariamente o que os levou a fazer um altar duplo, para que a santa fosse vista nos dois países. Ainda hoje, a parte de trás da capela é em vidro.

Por entre olivais e vinhas, com vista privilegiada para as arribas do rio Douro, é possível avistar do outro lado da fronteira, a Ermida da Nossa Senhora do Castelo. Por paisagens arrebatadoras poderá ainda contemplar diversos locais que servem de pequenos miradouros naturais. É de admirar também alguns carvalhais e sobreirais na subida até à Pala dos Mouros. Neste ponto, conte com um conjunto rochoso cheio de espetacularidade e no cimo deste, disfrute de uma vista estonteante sobre o planalto Mirandês, divido em pequenas parcelas de cultivo. 

Mais adiante, o caminho vai-se aproximando do vale encaixado do rio Douro até chegar ao famoso miradouro dos Picões, onde será brindado com uma vista deslumbrante sobre o rio Douro serpenteando as arribas sobre a vizinha Espanha. 

O regresso à aldeia faz-se desfrutando de um passeio suave, onde poderá admirar extensas áreas de cultivo que salpicam a paisagem de diferentes cores e texturas até chegar ao ponto de partida e finalizar este emocionante trilho cheio de lendas e de uma beleza ímpar.";Peredo da Bemposta
PRC5 SJO Fajã de Além;"Com cerca de 5km, este percurso circular percorre a Costa Norte da Ilha de São Jorge. 

O local que dá nome ao percurso é a Fajã de Além, local com uma paisagem característica do Arquipélago dos Açores. Ao longo da rota é possível observar paisagens únicas sobre as Fajãs do Ouvidor, da Ribeira da Areia e as Ilhas de Terceira e Graciosa.
O caminho regressa ao ponto de partida deixando a Fajã e seguindo rumo a Este. Ao longo do percurso de regresso, a rota cruza várias falésias e algumas nascentes de água natural, bem como cursos de água.

Este é um percurso pela natureza do Arquipélago dos Açores, proporcionando aos visitantes uma experiência inesquecível.
";Norte Grande
PR1 PSR Percurso da Ribeira de Sor;"Com início no Parque da Marginal, em Ponte de Sor, este percurso circular percorre uma zona de elevado interesse natural, a Ribeira de Sor. 
Com a sua galeria ripícola e os montados de sobro, são várias as espécies de aves que escolhem a suas margens para abrigo. Aves como cegonha-branca (Ciconia ciconia), peneireiro-cinzento (Elanus caeruleus), milhafre-preto (Milvus migrans), águia-calçada (Hieraaetus pennatus), o abelharuco (Merops apiaster), são algumas das espécies que é possível observar na região. 

Sendo a ribeira o fio condutor de toda a rota, a paisagem é marcada pela presença do sobreiro, e grande parte do percurso é feito no Sítio de Importância Comunitária Cabeção. 

Com início na margem direita da ribeira, o trajeto atravessa a ponte pedonal e segue sempre pela margem esquerda. Ao afastar-se de Ponte de Sor, o trilho continua por uma zona rural, seguindo em direção à serra.

Esta pequena elevação é marcada por uma floresta de sobreiros, levando os caminhantes até à localidade de Ervideira. Deixando a serra para trás, o trajeto encontra novamente a ribeira, seguindo em direção contracorrente. Esta etapa do percurso cruza vários moinhos, que transformavam o grão do cereal em farinha para a confeção do pão.  

O trilho termina no ponto de partida, junto ao Parque da Marginal. Uma rota pela natureza e ruralidade de Ponte de Sor, que vale a pena descobrir. 
";Ponte de Sor
Etapa 13 - Caminhos de Santiago;"Os Caminhos de Santiago são uma aventura por trilhos repletos de história, mas também testemunhos da fé daqueles que por ali passaram. A Etapa 13 do Caminho de Santiago parte de Vendas Novas e segue rumo ao Município de Coruche, conhecido como “Capital Mundial da Cortiça”. 

Partindo da Avenida da Républica, a etapa segue para oeste, seguindo pela direita, por baixo da linha ferroviária, para depois continuar à esquerda, na Estrada de Canha. 
Todo o traçado da etapa é acompanho por uma paisagem marcada por pinheiros-bravos, que surgem na paisagem no troço da N251-1, por onde o trilho segue por cerca de 9km. 

Mandado construir pelo rei D. Carlos I, o próximo ponto da etapa é o Palácio do Vidigal, propriedade privada, que não permite visitas. Alguns quilómetros depois, junto ao portão branco com uma lista amarela, o trajeto segue pela direita, pelo caminho de areia, atravessando a ribeira de Canha. Após 5km de a subir, entre montado de sobro, a etapa encontra o Monte da Sesmaria Nova, passando a linha do comboio, onde se aconselha especial atenção. 

O Caminho segue agora em direção a Monte Frades, atravessando a herdade, por entre arrozais, até encontrar a ponte que atravessa a ribeira. O trajeto segue pela esquerda, após atravessar a ponte. Circundando a pista de aviação, o trilho segue por um caminho de areia, entre pinhal e montado, para mais à frente, atravessar novamente a linha de comboio. 

Seguindo pelo estradão da Herdade do Cinzeiro, o trajeto continua pelo Monte da Torre, acompanho pela ribeira de Lavre, em direção ao Monte dos Pelados. 
Seguindo o Caminho dos Pelados, o trilho dirige-se agora para a aldeia de Branca.

Após atravessar a EN251, o Caminho segue por entre uma zona de terrenos, até avistar as primeiras habitações da freguesia de Branca, local onde a Etapa termina. 
";Vendas Novas
Etapa 14 – Caminhos de Santiago;"Os Caminhos de Santiago são percursos repletos de história, mas também testemunhos da fé daqueles que por ali passaram. A Etapa 14 tem início na localidade de Branca, em Coruche. 

Conhecido como “Capital Mundial da Cortiça”, a zona onde a etapa tem início é marcada pelas importantes propriedades agrícolas. É neste ponto que terá tido origem um dos pratos mais conhecidos da culinária portuguesa, o “cozinho à portuguesa”. Aqui são produzidos inúmeros legumes e enchidos que compõem esta iguaria.

O percurso deixa a localidade de Branca pela Estrada dos Alemães e segue-a por cerca de 3,5km, até chegar a uma bifurcação para seguir um caminho arenoso, pela via da direita. O trilho passa agora por entre grandes herdades, que o acompanham nos próximos 7km. 

Um pouco antes de cruzar a estrada N119, o percurso segue pela esquerda, até entrar na Mata do Duque. Pouco depois, o trajeto segue pela direita, por alcatrão, para depois cruzar a N119, junto ao rio Almansor. 
O Caminho segue por cerca de 1.3km por entre terrenos de cultivo e pastagens, até cruzar a Herdade do Zambujeiro. No Centro de treinos hípico da Coudelaria António Guerreiro, é possível estar em contacto com os cavalos, onde decorrem várias aulas de atrelagem com cavalos desportivos. 

A Etapa dirige-se agora para a freguesia de Santo Estevão, até ao centro da localidade, para terminar junto ao mercado municipal. 
Esta etapa finda numa localidade repleta de história, com vestígios de fortificações defensivas, do período romano. O nome da localidade terá tido origem no primeiro mártir cristão, diácono judeu Estevão. Acusado de blasfémia, foi sujeito a uma morte violenta à saída da localidade.  
";Branca
Ciclovia da Frente Ribeirinha – Montijo;"Localizada numa zona com uma vista privilegiada sobre o Rio Tejo, a ciclovia Ribeirinha é o passeio ideal para quem procura conhecer a região de forma ativa.
Durante o percurso da ciclovia, é possível visitar o Moinho de Maré, um ponto imperdível numa visita ao Município, testemunho da herança cultural da região. 
";Montijo
PR1 OAZ Percurso dos Espigueiros ;"Com início na aldeia de Vilarinho de S. Luís, este percurso circular propõem uma caminhada pela natureza e arquitetura rural da região.
Seguindo por um cainho de asfalto, em direção à escola desativada, o percurso parte do Largo da aldeia e dirige-se para Norte. 
Ao abandonar o caminho de asfalto, o percurso segue por um trilho florestal, por entre uma plantação de eucaliptos, até encontrar os campos de espigueiros. Localizados num ponto mais elevado, os espigueiros são estruturas de secagem, construções aparentemente simples, mas que se observadas com detalhe, revelam cuidado no trabalho dos materiais que lhe dão forma.

O percurso segue agora pela direita, por um caminho antigo, testemunho da fé dos peregrinos que por ali passaram em direção à Senhora da Saúde, em Vale de Cambra. O percurso inicia agora a descida até à aldeia, seguindo a acalçada que o leva até ao casario próximo do núcleo de espigueiros. 
Seguindo para sul, o trilho atravessa o ribeiro para logo depois descer cerca de 500m e encontrar a ribeira. 
";Vilarinho de S.Luís
Rota do Moleiro;"Pensada para explorar os encantos do Parque Temático Molinológico, a rota do Moleiro é uma viagem pelas tradições da região, descobrindo os encantos deste espaço.
O percurso parte no Núcleo da Ponte da Igreja, por caminhos agora percorridos pelos caminhantes que foram outrora percorridos pelos moleiros, que com os seus animais carregavam os cereais e farinha pelas margens dos rios UL e Antuã. 

O percurso termina na Igreja Matriz de Ul. 
Um percurso fácil, com várias zonas de descanso ao longo do trajeto, numa viagem pelo passado da tradição molinheira. 
";Oliveira de Azeméis
Percurso Azul – Trilhos do Comandante  ;"Localizados na freguesia de Santiago de Riba, em Oliveira de Azeméis, os Trilhos do Comandante foram pensados para amantes de desporto e natureza. 

O percurso azul é de dificuldade média e propõem um percurso circular de cerca de 2km. 
Percorrendo uma zona com paisagens de rara beleza, estes trilhos convidam à prática de atividade físico em contacto com a natureza. 
";Santiago de Riba
Roteiro Literário de Ferreira de Castro;"Composto por 30 “estações” este percurso é muito mais que uma caminhada agradável pelo concelho de Oliveira de Azeméis, é uma verdadeira viagem de introspeção cultural e literária.
O Roteiro tem como base a obra do romancista Ferreira de Castro, natural de Ossela. 

O trajeto tem início na Casa-Museu Ferreira de Castro e todo o percurso liga os restantes pontos, por um caminho pedonal/ciclável por entre campos agrícolas e floresta ribeirinha. 
Um percurso que pretende homenagear o autor e manter vivas paisagens, monumentos e tradições da região. 
";Ossela
